	type_of_house	living_space	number_of_rooms	rent	construction_year	street	zipcode	region	tag	latitude	longitude
694	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
695		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.08309	50.08309
696		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.08309	50.08309
697	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290		
698	Maisonette	154	4.0	2270	2016	Auf dem Niederberg 17	61118	Bad Vilbel, Wetteraukreis	/expose/113513720	50.36278	50.36278
699	Hochparterre	55	2.0	690	1949	Friedrich-Ebert-Straße 56	61118	Bad Vilbel, Wetteraukreis	/expose/97863617	50.36278	50.36278
700	Hochparterre	67	3.0	1890	1886	Wiesenau 52	60323	Frankfurt am Main, Westend-Süd	/expose/96707367	50.11651	50.11651
701	Etagenwohnung	55	2.0	1050		Luisenstrasse 0	63263	Neu-Isenburg, Offenbach (Kreis)	/expose/113978611	50.10061	50.10061
702	Erdgeschosswohnung	75	2.0	980		Friedrich-Ludwig-Jahn-Str. 48	61440	Oberursel, Oberursel (Taunus)	/expose/114534316	50.20731	50.20731
703	Etagenwohnung	75	3.0	1050	1985	Bettinastraße 20	63067	Offenbach am Main, Stadtmitte	/expose/86578700		
704	Etagenwohnung	57	2.0	855	2019	Lämmerspieler Straße 68	63165	Mühlheim am Main, Offenbach (Kreis), Mühlheim am Main	/expose/93021768	50.11667	50.11667
705	Etagenwohnung	87	3.0	1380	2017	Koblenzerstraße 6	64293	Darmstadt, Darmstadt-Nord	/expose/94918417	49.8788915	49.8788915
706	Etagenwohnung	73	3.0	1500	1916		60389	Frankfurt am Main, Nordend-Ost	/expose/111165252	50.12597	50.12597
707	Sonstige	40		938	2013	Zur Kalbacher Höhe 19	60438	Frankfurt, Riedberg	/expose/83839161	50.1790927	50.1790927
708	Etagenwohnung	83	3.0	1030	1997	Puiseauxplatz 5	63110	Rodgau, Offenbach (Kreis)	/expose/114320915	50.10061	50.10061
709	Etagenwohnung	53	2.0	1500	1963		60322	Frankfurt am Main, Westend-Süd	/expose/93908055	50.11651	50.11651
710	Etagenwohnung	60	2.0	930		Friedrichstrasse 23	63065	Offenbach am Main, Stadtmitte	/expose/114371928		
711	Etagenwohnung	60	2.0	670			63150	Heusenstamm, Offenbach (Kreis)	/expose/98436678	50.10061	50.10061
712	Erdgeschosswohnung	88	3.0	1780	2019		63067	Offenbach am Main, Stadtmitte	/expose/114168306		
713	Dachgeschoss	37		720	1960		65934	Frankfurt am Main, Nied	/expose/95049201		
714	Terrassenwohnung	64	2.0	1135	1900	Finkenhofstrasse 13	60322	Frankfurt am Main, Nordend-West	/expose/82408739	50.12988	50.12988
715		60	3.0	1200	2005	Heckerstraße 00	60529	Frankfurt, Schwanheim	/expose/101849565	49.16667	49.16667
716	Sonstige	70		1460	2016	Europa-Allee 165	60486	Frankfurt am Main, Gallusviertel	/expose/108907269	50.1086545	50.1086545
717	Maisonette	90	3.0	1250	1970	Buchenweg 6	61118	Bad Vilbel, Wetteraukreis	/expose/113428230	50.36278	50.36278
718	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	49.60669	49.60669
719	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	49.60669	49.60669
720	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	49.60669	49.60669
721		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.11552	50.11552
722	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	49.60669	49.60669
723	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	49.60669	49.60669
724	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	49.60669	49.60669
725	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.11552	50.11552
726		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.11552	50.11552
727	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	49.60669	49.60669
728		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	49.60669	49.60669
729	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.11552	50.11552
730	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	49.60669	49.60669
731	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.11552	50.11552
732	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	49.60669	49.60669
733	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	49.60669	49.60669
734	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	49.60669	49.60669
735		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	49.60669	49.60669
736	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	49.60669	49.60669
737	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.11552	50.11552
738	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	49.60669	49.60669
739	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	49.60669	49.60669
740	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	49.60669	49.60669
741		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.11552	50.11552
742	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	49.60669	49.60669
743	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	49.60669	49.60669
744	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	49.60669	49.60669
745	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.11552	50.11552
746		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.11552	50.11552
747	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	49.60669	49.60669
748		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	49.60669	49.60669
749	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.11552	50.11552
750	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	49.60669	49.60669
751	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.11552	50.11552
752	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	49.60669	49.60669
753	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	49.60669	49.60669
754	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	49.60669	49.60669
755		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	49.60669	49.60669
756	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	49.60669	49.60669
757	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.11552	50.11552
758	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	49.60669	49.60669
759	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	49.60669	49.60669
760	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	49.60669	49.60669
761		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.11552	50.11552
762	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	49.60669	49.60669
763	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	49.60669	49.60669
764	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	49.60669	49.60669
765	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.11552	50.11552
766		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.11552	50.11552
767	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	49.60669	49.60669
768		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	49.60669	49.60669
769	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.11552	50.11552
770	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	49.60669	49.60669
771	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.11552	50.11552
772	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	49.60669	49.60669
773	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	49.60669	49.60669
774	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	49.60669	49.60669
775		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	49.60669	49.60669
776	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	49.60669	49.60669
777	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.11552	50.11552
778	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	49.60669	49.60669
779	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	49.60669	49.60669
780	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	49.60669	49.60669
781		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.11552	50.11552
782	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	49.60669	49.60669
783	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	49.60669	49.60669
784	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	49.60669	49.60669
785	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.11552	50.11552
786		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.11552	50.11552
787	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	49.60669	49.60669
788		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	49.60669	49.60669
789	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.11552	50.11552
790	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	49.60669	49.60669
791	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.11552	50.11552
792	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	49.60669	49.60669
793	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	49.60669	49.60669
794	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	49.60669	49.60669
795		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	49.60669	49.60669
796	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	49.60669	49.60669
797	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.11552	50.11552
798	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	49.60669	49.60669
799	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	49.60669	49.60669
800	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	49.60669	49.60669
801		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.11552	50.11552
802	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	49.60669	49.60669
803	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	49.60669	49.60669
804	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	49.60669	49.60669
805	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.11552	50.11552
806		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.11552	50.11552
807	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	49.60669	49.60669
808		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	49.60669	49.60669
809	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.11552	50.11552
810	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	49.60669	49.60669
811	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.11552	50.11552
812	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	49.60669	49.60669
813	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	49.60669	49.60669
814	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	49.60669	49.60669
815		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	49.60669	49.60669
816	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	49.60669	49.60669
817	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.11552	50.11552
818	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	49.60669	49.60669
819	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	49.60669	49.60669
820	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	49.60669	49.60669
821		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.11552	50.11552
822	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	49.60669	49.60669
823	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	49.60669	49.60669
824	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	49.60669	49.60669
825	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.11552	50.11552
826		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.11552	50.11552
827	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	49.60669	49.60669
828		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	49.60669	49.60669
829	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.11552	50.11552
830	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	49.60669	49.60669
831	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.11552	50.11552
832	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	49.60669	49.60669
833	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	49.60669	49.60669
834	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	49.60669	49.60669
835		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	49.60669	49.60669
836	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	49.60669	49.60669
837	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.11552	50.11552
838	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	49.60669	49.60669
839	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	49.60669	49.60669
840	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	49.60669	49.60669
841		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.11552	50.11552
842	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	49.60669	49.60669
843	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	49.60669	49.60669
844	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	49.60669	49.60669
845	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.11552	50.11552
846		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.11552	50.11552
847	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	49.60669	49.60669
848		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	49.60669	49.60669
849	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.11552	50.11552
850	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	49.60669	49.60669
851	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.11552	50.11552
852	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	49.60669	49.60669
853	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	49.60669	49.60669
854	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	49.60669	49.60669
855		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	49.60669	49.60669
856	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	49.60669	49.60669
857	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.11552	50.11552
858	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	49.60669	49.60669
859	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	49.60669	49.60669
860	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	49.60669	49.60669
861		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.11552	50.11552
862	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	49.60669	49.60669
